id,name,url,image_url,image_name,genre,starring,num_episodes,release_year,plot,rating
62,Arang and the Magistrate,https://en.wikipedia.org/wiki/Arang_and_the_Magistrate,https://upload.wikimedia.org/wikipedia/en/7/7f/Arang_and_the_Magistrate-poster.jpg,62.jpg,"Fantasy, Horror, Historical, Romance","Lee Joon-gi, Shin Min-ah, Yeon Woo-jin",20,2012,"Lee Eun Oh, a noble's son, arrives at a small village in search of his missing mother. There, Arang, the ghost of a young woman that lost her memories of her past life, asks him to help her to figure out her identity and how she died.::Dama del Puente",7.4
63,Are You Human?,https://en.wikipedia.org/wiki/Are_You_Human?,https://upload.wikimedia.org/wikipedia/en/9/9b/Are_You_Human%3F.jpg,63.jpg,"Science fiction, Romance, Politics, Mystery","Seo Kang-joon, Gong Seung-yeon",36,2018,"Nam Shin is a son from a family who runs a large company. After an unexpected accident, he falls into a coma. His mother Oh Ro Ra is an authority on brain science and artificial intelligence. She creates an android named Nam Shin III which looks like just like her son Nam Shin. The android pretends to be Nam Shin and he has a bodyguard called Kang So Bong.",8.0
64,Argon (TV series),https://en.wikipedia.org/wiki/Argon_(TV_series),https://upload.wikimedia.org/wikipedia/en/c/cf/Argon_%28%EC%95%84%EB%A5%B4%EA%B3%A4%29_-_poster.jpg,64.jpg,Workplace,"Kim Joo-hyuk, Chun Woo-hee",8,2017,"ARGON shows the struggles behind the scenes in the competitive world or daily news. Work, play, love, hate, trust and betrayal are on the headlines every episode.",7.4
65,Arthdal Chronicles,https://en.wikipedia.org/wiki/Arthdal_Chronicles,https://upload.wikimedia.org/wikipedia/en/3/3a/Arthdalchronicles.jpg,65.jpg,"Historical, Fantasy","Jang Dong-gun, Song Joong-ki, Kim Ji-won, Kim Ji-won, Kim Ok-vin",18,2019,"Arthdal Chronicles depicts the birth of civilization and nations in ancient times. It is a story of mythical heroes, their struggle, unity and love of people living in a virtual land called Arth.::Netflix",8.4
66,Asphalt Man,https://en.wikipedia.org/wiki/Asphalt_Man,,,,"Lee Byung-hun, Choi Jin-sil, Jung Woo-sung, Lee Young-ae",16,1995,,N/A
67,Assembly (TV series),https://en.wikipedia.org/wiki/Assembly_(TV_series),https://upload.wikimedia.org/wikipedia/en/2/2a/Assembly_promotional_poster.jpg,67.jpg,Politics,"Jung Jae-young, Song Yoon-ah, Ok Taecyeon",20,2015,A soldier fights to gain recognition for comrades who died during the Chinese Civil War.::Anonymous,7.3
68,Assorted Gems,https://en.wikipedia.org/wiki/Assorted_Gems,https://upload.wikimedia.org/wikipedia/en/4/49/Assorted_Gems_TV_series_poster.jpeg,68.jpeg,"Romance, Drama, Family","Kang Se-jung, Go Na-eun, Lee Tae-gon, So Yi-hyun, Lee Hyun-jin, Lee Il-min",50,2009,"Assorted Gems is the hilarious, heartwarming story of four siblings, all named after gemstones, who learn to live together and get along with one another in their family's boarding house. Jade is the eldest of the family, a demanding perfectionist with her heart set on marrying a rich man who will rescue her from poverty. Ruby, a nurse who is also determined to marry rich, begins to fall for another tenant. Coral, their younger brother, is a hardworking law school graduate preparing for the bar exam. The youngest son, Amber, is an aspiring actor. Presiding over these eclectic four and the tenants of their boarding house is patriarch Gung Sang Shik - who is going through a mid-life crisis at age 55 and their irresponsible, shop-a-holic mother. Sparks fly between parents, siblings and tenants as many conflicting personalities struggle to reside under one roof.",8.0
69,At Eighteen,https://en.wikipedia.org/wiki/At_Eighteen,https://upload.wikimedia.org/wikipedia/en/7/7d/At_Eighteen-poster.jpg,69.jpg,Coming of age,"Ong Seong-wu, Kim Hyang-gi, Shin Seung-ho, Kang Ki-young, Kim Kahee",16,2019,"Coming-of-age drama about 18-year-olds, taking a realistic look into the moments of their lives, moments that all of us might have experienced at one time or another. Ong Seong Woo plays Choi Jun Woo, for whom loneliness has become a habit. Though Choi Jun Woo appears to lack empathy at first glance, it's just that he has always been alone and isn't practiced in expressing his emotions. Underneath his withdrawn exterior is a goofy and cute young man. ""18 Moments"" is about the events that unfold when Jun Woo transfers schools and is thrown into a new environment.::Soompi",7.6
70,Athena: Goddess of War,https://en.wikipedia.org/wiki/Athena:_Goddess_of_War,https://upload.wikimedia.org/wikipedia/en/b/be/Athena_promotional_poster.png,70.png,"Action, Romance, Thriller","Jung Woo-sung, Cha Seung-won, Soo Ae, Lee Ji-ah, Kim Min-jong, Choi Siwon, Choi Si-won",20,2010,"IRIS Spin-Off about a new agency, called the National Anti-Terror Service (NTS), as they go up against another secret terrorist organization, called Athena.::Anonymous",6.7
71,Autumn Shower,https://en.wikipedia.org/wiki/Autumn_Shower,,,,"Oh Ji-ho, Kim So-yeon, Jung Ryeo-won, Lee Chun-hee",16,2005,"A story about a man, Choi Yoon-jae (Oh Ji Ho) who ends up getting into a car accident causing the passenger, who is his wife, Gyoo-eun (Kim So Yun) to end up in the hospital who now suffers from a coma. Park Yeon-seo (Jung Ryu Won) is Gyoo-euns best friend, who secretly is in love with Yoon-jae. While Gyoo-eun is in a coma, her husband and best friend starts an affair. Will Gyoo-eun ever wake up from her coma? If so what will happen?",N/A
72,Autumn in My Heart,https://en.wikipedia.org/wiki/Autumn_in_My_Heart,https://upload.wikimedia.org/wikipedia/en/e/ed/Autumn-imh.jpg,72.jpg,"Romance, Melodrama","Song Seung-heon, Song Hye-kyo, Won Bin",16,2000,A heartbreaking tell of two people who are separated after its discovered they aren't brother and sister. The separation grows their love after they were abruptly kept apart.After 10 years they are reunited but due to different circumstances are kept apart.,7.9
73,Avengers Social Club,https://en.wikipedia.org/wiki/Avengers_Social_Club,,,Drama,"Lee Yo-won, Ra Mi-ran, Myung Se-bin",12,2017,This series features three women from different status coming together for revenge. They join forces to carry out their individual revenges.,8.1
74,Awaken (TV series),https://en.wikipedia.org/wiki/Awaken_(TV_series),https://upload.wikimedia.org/wikipedia/en/4/4c/Awaken_TV_series.jpg,74.jpg,"Action, Thriller, Mystery","Namkoong Min, Kim Seol-hyun, Lee Chung-ah",16,2020,"Executive produced by cinema pioneers Terrence Malick and Godfrey Reggio, AWAKEN is a celebration of the spirit of life, an exploration of the Earth, and an ode to the Cosmos.",6.6
75,Babel (TV series),https://en.wikipedia.org/wiki/Babel_(TV_series),https://upload.wikimedia.org/wikipedia/en/3/3b/Babel_2019.jpg,75.jpg,"Melodrama, Revenge","Park Si-hoo, Jang Hee-jin",16,2019,"Tragedy strikes a married couple on vacation in the Moroccan desert, touching off an interlocking story involving four different families.::IMDb Editors",7.4
76,Baby Faced Beauty,https://en.wikipedia.org/wiki/Baby_Faced_Beauty,https://upload.wikimedia.org/wikipedia/en/1/1c/Baby_Faced_Beauty-poster.jpg,76.jpg,"Romance, Comedy","Jang Na-ra, Choi Daniel, Ryu Jin, Kim Min-seo",20,2011,"Jang Na Ra (My Love Patzzi) marks her return to Korean dramas with Baby Faced Beauty. Na Ra plays Lee So Young, a 34-year-old woman who looks ten years younger than she is, and manages to fool everyone about her age. So Young also has a large family debt to take care of. With only a high school education and big dreams of being a fashion designer, she has her work cut out for her. The only thing she has going for her in the cutthroat fashion world is her youthful appearance. In a fortunate accident, she gets mistaken for her younger sister Lee So Jin for a modeling job and manages to land a job at her dream fashion company. There, she meets one of the managing directors, Choi Jin Wook, who looks far older than he really is. The two of them clash, especially since Jin Wook treats So Young with disrespect, as if she is younger than he is-though she's actually his senior! See if age really does matter in this tale of love and fashion that will make you smile no matter how old you are.",6.7
77,Babysitter (TV series),https://en.wikipedia.org/wiki/Babysitter_(TV_series),https://upload.wikimedia.org/wikipedia/en/4/42/Babysitter_%28TV_series%29_poster.jpeg,77.jpeg,"Mystery, Thriller, Suspense","Cho Yeo-jeong, Kim Min-joon, Shin Yoon-joo, Lee Seung-joon",4,2016,"Charles, a college student, is a live-in housekeeper in the Powell household. Charles, along with his friend Buddy, attempts to juggle his studies, friendships, and duties to the family.::Andrew D",6.1
78,Bachelor's Vegetable Store,https://en.wikipedia.org/wiki/Bachelor's_Vegetable_Store,https://upload.wikimedia.org/wikipedia/en/4/45/Bachelor%27s_Vegetable_Store_poster.jpg,78.jpg,"Melodrama, Comedy, Romance","Ji Chang-wook, Wang Ji-hye, Kim Young-kwang, Park Soo-jin, Hwang Shin-hye",24,2011,"Based on the true story of a young man who turned a tiny vegetable shop into a national chain, Bachelor's Vegetable Store centers on the love lives and successes of six single young men. Ji Chang Wook is a talented young man with big dreams who finds himself falling in love. Complications ensue when Chang Wook's friend, a wealthy heir who grew up without a father, comes to work at the shop and falls for a spoiled young heiress, who is drawn to Chang Wook instead. Pop singer Ji Hyuk, model Sung Ha, and musical actor Shin Won Ho round out the quartet of good-looking bachelors who work together and struggle with life, love, and their careers in this heartwarming, rags-to-riches story.",7.7
79,Backstreet Rookie,https://en.wikipedia.org/wiki/Backstreet_Rookie,https://upload.wikimedia.org/wikipedia/en/a/a5/Backstreet_Rookie_Poster.jpg,79.jpg,"Romantic comedy, Slice of life","Ji Chang-wook, Kim Yoo-jung",16,2020,A former troublemaker applies for a job at a convenience store owned by the same man who ran errands for her a few years ago.,7.5
80,Bad Family (TV series),https://en.wikipedia.org/wiki/Bad_Family_(TV_series),https://upload.wikimedia.org/wikipedia/en/5/52/SBS_Bad_Family.jpg,80.jpg,"Comedy, Drama","Kim Myung-min, Nam Sang-mi, Im Hyun-sik, Yeo Woon-kay, Kang Nam-gil, Geum Bo-ra, Kim Heechul, Lee Young-yoo",16,2006,"After a divorce a father raises his son on his own, while his ex-wife has custody over his daughter. When the mother dies, the brother and sister finally meet again.::Matthijs Nijboer",6.3
81,Bad Guy (TV series),https://en.wikipedia.org/wiki/Bad_Guy_(TV_series),https://upload.wikimedia.org/wikipedia/en/a/ab/NappeunNamja.jpg,81.jpg,Melodrama,"Kim Nam-gil, Han Ga-in, Kim Jae-wook, Oh Yeon-soo, Jung So-min",17,2010,"An unfeeling gangster seeks to ruin the life of a young girl who rejected him. He forces her into prostitution and spies on her regularly, then he soon begins to fall for her.::DC",6.7
82,Bad Guys (TV series),https://en.wikipedia.org/wiki/Bad_Guys_(TV_series),https://upload.wikimedia.org/wikipedia/en/b/b9/Bad_Guys_2014_TV_series-poster.jpg,82.jpg,"Police procedural, Crime, Thriller, Action","Kim Sang-joong, Park Hae-jin, Ma Dong-seok, Jo Dong-hyuk, Kang Ye-won",11,2014,A group of criminals are brought together by the law to assist in stopping crime.::Anonymous,7.9
83,Bad Guys 2,https://en.wikipedia.org/wiki/Bad_Guys_2,https://upload.wikimedia.org/wikipedia/en/d/d5/Bad_Guys-City_of_Evil.jpg,83.jpg,"Police procedural, Crime, Thriller, Action","Park Joong-hoon, Joo Jin-mo, Yang Ik-june, Kim Mu-yeol, Ji Soo",16,2017,A drama about a team of detectives who round up a team of bad guys to catch even worse ones.::stmatts,8.0
84,Bad Housewife,https://en.wikipedia.org/wiki/Bad_Housewife,https://upload.wikimedia.org/wikipedia/en/2/20/Bad_Housewife_TV_series.jpg,84.jpg,"Comedy, Drama, Family","Son Chang-min, Shin Ae-ra, Fueki Yuko, Yoo Min",18,2005,,8.6
85,Bad Papa,https://en.wikipedia.org/wiki/Bad_Papa,https://upload.wikimedia.org/wikipedia/en/c/c6/Bad_Papa-poster.jpg,85.jpg,"Family, Drama","Jang Hyuk, Son Yeo-eun, Shin Eun-soo",32,2018,"Yoo Ji Cheol used to be a top boxer. After hitting rock bottom, he decides to gain control of his life again through mixed martial arts.",7.9
86,"Bad Thief, Good Thief","https://en.wikipedia.org/wiki/Bad_Thief,_Good_Thief",https://upload.wikimedia.org/wikipedia/en/0/0e/Bad_Thief%2C_Good_Thief_poster.jpg,86.jpg,"Procedural, Drama","Ji Hyun-woo, Seohyun, Kim Ji-hoon, Lim Ju-eun",50,2017,The story centers on thieves who strike against people in high power who try to control Korea.::anonymous,8.3
87,"Bad Woman, Good Woman","https://en.wikipedia.org/wiki/Bad_Woman,_Good_Woman",https://upload.wikimedia.org/wikipedia/en/9/95/Bad_Woman_Good_Woman_poster.jpeg,87.jpeg,"Romance, Drama","Choi Jin-sil, Lee Jae-ryong, Sung Hyun-ah, Jeon No-min",140,2007,"Film maker Dennis O'Rourke documents the day to day life of Aoi, a Thai prostitute through interviews with her and her family as well as taking us through some of the tourist frequented bars and night clubs.::Anonymous",6.3
88,Ballad of Seodong,https://en.wikipedia.org/wiki/Ballad_of_Seodong,https://upload.wikimedia.org/wikipedia/en/5/54/BalladOfSeodong.jpg,88.jpg,"Historical, Drama, Romance","Jo Hyun-jae, Lee Bo-young, Ryu Jin",55,2005,,N/A
89,Band of Sisters (TV series),https://en.wikipedia.org/wiki/Band_of_Sisters_(TV_series),https://upload.wikimedia.org/wikipedia/en/1/1c/Sister_still_alive.jpg,89.jpg,"Melodrama, Family, Revenge, Romance, Comedy","Jang Seo-hee, Kim Ju-hyeon, Oh Yoon-ah, Kim Da-som",68,2017,"Kim Joo Hyun (aka Han Joo Hyun from Modern Farmer), Jang Seo Hee (Obstetrics and Gynecology Doctors) and Oh Yoon Ah (Saimdang, Light's Diary) star in an ensemble drama that proves the bonds of joy and love are stronger than even death. When three women lose their loved ones at the same time, they band together and help each other get through the pain and jointly raise a child. The first ""sister"" is Kang Ha Ri (Kim Joo Hyun), who has a super personality that's probably a bit too bright for her profession. She is a part-timer, who works at a stationary store and nail shop. The second ""sister"" is Min Deul Re (Jang Seo Hee). She was once a popular actress. But the industry is brutal and the rule is simple: for the vast majority of actors and actresses, youth gone equals career gone. Now, she's just a has-been. The third ""sister"" is Kim Eun Hyang (Oh Yoon Ah), who is chic and elegant. She once worked as a secretary at a huge firm. However, now she focuses entirely on raising her daughter. Together, these three focus on helping each other through tough times and face everything life throws their way. Looking for a way to heal, they bring some joy into their life by caring for a young girl together. Joining the cast is also Seol Ki Chan (Lee Ji Hoon from Go Ho's Starry Night), a man who grew up in an orphanage and Yang Dal Hee (Kim Da Som, aka Dasom from SISTAR), a charming and intelligent girl who also seems to lie quite a bit and hates being poor. Can the band of sisters cope with all that is coming their way via sisterhood, or is life a little more difficult than simply ""fighting?"" Also known as ""Unni is Alive"" and ""Sister is Alive,"" Band of Sisters is directed by Choi Hyeong Hun, who fans will remember for his work on Second to Last Love. The drama is written by Kim Sun Ok (Temptation of an Angel), who is reuniting with her Temptation of Wife star Jang Seo Hee. Band of Sisters will air on DramaFever with two episodes every Wednesday starting on April 19, 2017 for a du",8.6
90,Banjun Drama,https://en.wikipedia.org/wiki/Banjun_Drama,,,"Romance, Comedy, Drama",,87,2004,,N/A
91,Basketball (TV series),https://en.wikipedia.org/wiki/Basketball_(TV_series),https://upload.wikimedia.org/wikipedia/en/b/b9/Basketball_TV_series-poster.jpg,91.jpg,"Historical, Romance, Sports","Do Ji-han, Lee Elijah, Jung Dong-hyun",18,2013,"Drama series is set within the turbulent period between the Japanese colonial era and the division of Korea into North and South. Kang San is from a poor family. He struggles to get away from poverty. Through the game of basketball, he becomes successful and meets a girl from the upper class. He dreams of their love overcoming the disparity in their social standing.::MDL",5.4
